gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
EEF2,1.12E-12,-0.536766851,0.469,0.673,4.28E-08,-0.204,2.250969658,3.716239364,ENSG00000167658,19,-,protein_coding,yes,eukaryotic translation elongation factor 2
CCDC88C,1.13E-12,0.775259787,0.347,0.19,4.31E-08,0.157,1.627508571,0.535209648,ENSG00000015133,14,-,protein_coding,no,coiled-coil domain containing 88C
ZNF808,1.13E-12,0.443370415,0.113,0.025,4.31E-08,0.088,0.450176131,0.066480597,ENSG00000198482,19,+,protein_coding,no,zinc finger protein 808
SERF2,1.14E-12,-0.414805329,0.626,0.872,4.36E-08,-0.246,5.535492167,7.712587339,ENSG00000140264,15,+,protein_coding,no,small EDRK-rich factor 2
SLC25A4,1.18E-12,-0.560044235,0.037,0.204,4.51E-08,-0.167,0.113678922,0.641912894,ENSG00000151729,4,+,protein_coding,no,solute carrier family 25 member 4
LLPH,1.23E-12,-0.554138965,0.123,0.331,4.69E-08,-0.208,0.463979279,1.149549151,ENSG00000139233,12,-,protein_coding,no,"LLP homolog, long-term synaptic facilitation factor"
COX6B1,1.30E-12,-0.565678143,0.307,0.537,4.95E-08,-0.23,1.15699564,2.192532713,ENSG00000126267,19,+,protein_coding,no,cytochrome c oxidase subunit 6B1
AP000442.1,1.32E-12,0.387059725,0.04,0,5.03E-08,0.04,0.307725485,0,ENSG00000255008,11,-,lncRNA,no,long intergenic non-protein coding RNA 2739
MIB1,1.32E-12,0.502185344,0.184,0.062,5.05E-08,0.122,0.675737979,0.183132163,ENSG00000101752,18,+,protein_coding,yes,mindbomb E3 ubiquitin protein ligase 1
MIAT,1.37E-12,0.788398019,0.261,0.119,5.23E-08,0.142,1.335737265,0.352360687,ENSG00000225783,22,+,lncRNA,no,myocardial infarction associated transcript
DDX18,1.39E-12,-0.600584051,0.316,0.547,5.29E-08,-0.231,1.38779668,2.620688464,ENSG00000088205,2,+,protein_coding,no,DEAD-box helicase 18
LDHB,1.42E-12,-0.629853873,0.199,0.406,5.43E-08,-0.207,0.630035938,1.522331063,ENSG00000111716,12,-,protein_coding,no,lactate dehydrogenase B
TOX,1.53E-12,0.4121699,0.175,0.056,5.84E-08,0.119,0.574145517,0.182958131,ENSG00000198846,8,-,protein_coding,no,thymocyte selection associated high mobility group box
XRCC6,1.53E-12,-0.547541687,0.15,0.362,5.85E-08,-0.212,0.47174983,1.151099334,ENSG00000196419,22,+,protein_coding,no,X-ray repair cross complementing 6
GOLGA8A,1.65E-12,0.612616144,0.212,0.081,6.29E-08,0.131,0.905595808,0.246278071,ENSG00000175265,15,-,protein_coding,no,golgin A8 family member A
AC087741.1,1.74E-12,0.330247861,0.071,0.008,6.65E-08,0.063,0.284043677,0.021328109,ENSG00000262580,17,-,lncRNA,no,"novel transcript, antisense to CARD14"
LY9,1.82E-12,0.612300112,0.227,0.091,6.93E-08,0.136,0.935126136,0.265868458,ENSG00000122224,1,+,protein_coding,yes,lymphocyte antigen 9
RPL29,2.12E-12,-0.411358384,0.672,0.944,8.10E-08,-0.272,11.19111059,15.21341441,ENSG00000162244,3,-,protein_coding,no,ribosomal protein L29
AHI1,2.13E-12,-0.678049228,0.126,0.325,8.13E-08,-0.199,0.462430068,1.339851328,ENSG00000135541,6,-,protein_coding,no,Abelson helper integration site 1
ZMYND8,2.33E-12,0.579608925,0.202,0.075,8.88E-08,0.127,0.873989887,0.253971224,ENSG00000101040,20,-,protein_coding,no,zinc finger MYND-type containing 8
EIF3E,2.42E-12,-0.576007503,0.291,0.514,9.22E-08,-0.223,1.065118034,2.078508913,ENSG00000104408,8,-,protein_coding,no,eukaryotic translation initiation factor 3 subunit E
PNN,2.45E-12,0.712427919,0.537,0.381,9.35E-08,0.156,2.991642743,1.436068471,ENSG00000100941,14,+,protein_coding,yes,"pinin, desmosome associated protein"
FLNA,2.55E-12,-0.634095321,0.319,0.544,9.73E-08,-0.225,1.51681804,2.906011613,ENSG00000196924,X,-,protein_coding,yes,filamin A
PCNA,2.61E-12,-0.444380719,0.031,0.191,9.96E-08,-0.16,0.155663675,0.572546109,ENSG00000132646,20,-,protein_coding,no,proliferating cell nuclear antigen
ADSS,2.87E-12,-0.540835851,0.107,0.308,1.10E-07,-0.201,0.429733735,1.079998292,ENSG00000035687,1,-,protein_coding,yes,adenylosuccinate synthase 2
GRPEL1,3.22E-12,-0.524261857,0.064,0.243,1.23E-07,-0.179,0.197682783,0.722504444,ENSG00000109519,4,-,protein_coding,no,"GrpE like 1, mitochondrial"
MTHFD2,3.26E-12,-0.476740886,0.058,0.237,1.24E-07,-0.179,0.21337717,0.688531342,ENSG00000065911,2,+,protein_coding,no,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
UQCRFS1,3.38E-12,-0.51151801,0.074,0.256,1.29E-07,-0.182,0.219460768,0.738401536,ENSG00000169021,19,-,protein_coding,no,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
AC016831.1,3.45E-12,-0.477029088,0.04,0.208,1.32E-07,-0.168,0.151425023,0.602639076,ENSG00000226380,7,-,lncRNA,no,novel transcript
KDM5D,3.85E-12,0.447846028,0.135,0.037,1.47E-07,0.098,0.5063821,0.104383879,ENSG00000012817,Y,-,protein_coding,no,lysine demethylase 5D
OSER1,3.97E-12,-0.456891398,0.046,0.213,1.52E-07,-0.167,0.139223854,0.563677135,ENSG00000132823,20,-,protein_coding,no,oxidative stress responsive serine rich 1
ZNF652,4.12E-12,0.576932042,0.19,0.069,1.57E-07,0.121,0.790141136,0.20008891,ENSG00000198740,17,-,protein_coding,no,zinc finger protein 652
YWHAQ,4.27E-12,-0.530639191,0.19,0.406,1.63E-07,-0.216,0.65927859,1.396942538,ENSG00000134308,2,-,protein_coding,no,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
AL135791.1,4.40E-12,0.228109298,0.061,0.006,1.68E-07,0.055,0.193592494,0.01903321,ENSG00000236514,10,+,lncRNA,no,novel transcript
SON,4.41E-12,-0.4765002,0.666,0.823,1.68E-07,-0.157,3.72721081,5.577272317,ENSG00000159140,21,+,protein_coding,no,SON DNA binding protein
AC005332.5,4.57E-12,0.348808808,0.123,0.03,1.74E-07,0.093,0.366939184,0.073364627,ENSG00000274712,17,+,lncRNA,no,novel transcript
RNF169,4.78E-12,0.54217576,0.175,0.061,1.82E-07,0.114,0.67705972,0.151694682,ENSG00000166439,11,+,protein_coding,no,ring finger protein 169
SMG1,4.80E-12,0.807096301,0.451,0.307,1.83E-07,0.144,2.536165246,1.021028117,ENSG00000157106,16,-,protein_coding,no,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
DUSP4,4.99E-12,-0.711811905,0.071,0.247,1.90E-07,-0.176,0.412114091,1.312844962,ENSG00000120875,8,-,protein_coding,no,dual specificity phosphatase 4
CD5,5.29E-12,-0.481341427,0.025,0.178,2.02E-07,-0.153,0.098943381,0.534170139,ENSG00000110448,11,+,protein_coding,yes,CD5 molecule
IFI30,5.38E-12,0.235731275,0.055,0.004,2.05E-07,0.051,0.185228973,0.006560943,ENSG00000216490,19,+,protein_coding,no,IFI30 lysosomal thiol reductase
YIPF4,5.53E-12,0.726980543,0.276,0.132,2.11E-07,0.144,1.276810748,0.375574078,ENSG00000119820,2,+,protein_coding,yes,Yip1 domain family member 4
POLR3GL,5.56E-12,0.508362065,0.258,0.111,2.12E-07,0.147,0.913835599,0.34546498,ENSG00000121851,1,+,protein_coding,no,RNA polymerase III subunit G like
PPP2CA,5.58E-12,-0.500334804,0.095,0.285,2.13E-07,-0.19,0.27909683,0.809335926,ENSG00000113575,5,-,protein_coding,yes,protein phosphatase 2 catalytic subunit alpha
HIST2H2AA4,5.72E-12,1.330141448,0.328,0.176,2.18E-07,0.152,3.081273998,0.623242025,ENSG00000272196,1,+,protein_coding,no,H2A clustered histone 19
TUBA1C,5.82E-12,-0.453067064,0.064,0.241,2.22E-07,-0.177,0.244573596,0.703755847,ENSG00000167553,12,+,protein_coding,no,tubulin alpha 1c
RACK1,5.90E-12,-0.37163364,0.681,0.907,2.25E-07,-0.226,7.399725036,9.867707542,ENSG00000204628,5,-,protein_coding,no,receptor for activated C kinase 1
PIGM,6.15E-12,0.34056201,0.08,0.012,2.34E-07,0.068,0.308915411,0.033694489,ENSG00000143315,1,-,protein_coding,no,phosphatidylinositol glycan anchor biosynthesis class M
TOMM22,6.47E-12,-0.478646141,0.077,0.256,2.47E-07,-0.179,0.202595398,0.675739023,ENSG00000100216,22,+,protein_coding,no,translocase of outer mitochondrial membrane 22
ZNF397,6.49E-12,0.518135831,0.12,0.03,2.48E-07,0.09,0.544764515,0.078668156,ENSG00000186812,18,+,protein_coding,yes,zinc finger protein 397
H3F3A,6.92E-12,-0.471284028,0.617,0.804,2.64E-07,-0.187,4.238456363,6.262296221,ENSG00000163041,1,+,protein_coding,no,H3.3 histone A
Z93930.2,6.98E-12,0.45438178,0.15,0.046,2.66E-07,0.104,0.552852071,0.133306919,ENSG00000226471,22,+,lncRNA,no,novel transcript
SYNE1,7.02E-12,1.064118781,0.429,0.284,2.68E-07,0.145,3.277525283,1.045789348,ENSG00000131018,6,-,protein_coding,no,spectrin repeat containing nuclear envelope protein 1
CAPN7,7.80E-12,0.510535347,0.233,0.097,2.98E-07,0.136,0.843119266,0.293799519,ENSG00000131375,3,+,protein_coding,no,calpain 7
ZC3H15,8.21E-12,-0.608677579,0.193,0.395,3.13E-07,-0.202,0.603699903,1.445419166,ENSG00000065548,2,+,protein_coding,no,zinc finger CCCH-type containing 15
PRDM1,8.21E-12,0.582197281,0.365,0.201,3.13E-07,0.164,1.523058607,0.685266134,ENSG00000057657,6,+,protein_coding,no,PR/SET domain 1
ETF1,8.40E-12,-0.51141465,0.08,0.26,3.21E-07,-0.18,0.246156347,0.776330135,ENSG00000120705,5,-,protein_coding,no,eukaryotic translation termination factor 1
EIF3J-DT,8.59E-12,0.457014178,0.141,0.042,3.28E-07,0.099,0.507279717,0.098041815,ENSG00000179523,15,-,lncRNA,no,EIF3J divergent transcript
HLA-DRB1,8.91E-12,-0.776131297,0.086,0.261,3.40E-07,-0.175,0.287987022,1.205719526,ENSG00000196126,6,-,protein_coding,yes,"major histocompatibility complex, class II, DR beta 1"
HIF1A,9.08E-12,-0.603203017,0.12,0.31,3.46E-07,-0.19,0.445184555,1.195358818,ENSG00000100644,14,+,protein_coding,no,hypoxia inducible factor 1 subunit alpha
AC005154.1,9.18E-12,0.484126492,0.123,0.031,3.50E-07,0.092,0.55285371,0.110181403,ENSG00000196295,7,-,lncRNA,no,GARS1 divergent transcript
LINC00899,9.63E-12,0.151740977,0.037,0,3.67E-07,0.037,0.110909257,0,ENSG00000231711,22,-,lncRNA,no,long intergenic non-protein coding RNA 899
SH2D3C,9.72E-12,0.302984841,0.101,0.021,3.71E-07,0.08,0.312180757,0.063619128,ENSG00000095370,9,-,protein_coding,no,SH2 domain containing 3C
CDC37,9.95E-12,-0.537682745,0.196,0.416,3.79E-07,-0.22,0.710401138,1.482885037,ENSG00000105401,19,-,protein_coding,no,cell division cycle 37
SRSF7,1.01E-11,-0.531301096,0.506,0.704,3.86E-07,-0.198,2.725482999,4.384187215,ENSG00000115875,2,-,protein_coding,no,serine and arginine rich splicing factor 7
PBXIP1,1.03E-11,-0.591739569,0.138,0.331,3.91E-07,-0.193,0.478630685,1.228389351,ENSG00000163346,1,-,protein_coding,no,PBX homeobox interacting protein 1
R3HDM2,1.04E-11,0.61281197,0.248,0.112,3.96E-07,0.136,1.003153469,0.309903911,ENSG00000179912,12,-,protein_coding,no,R3H domain containing 2
AL359513.1,1.04E-11,0.308523455,0.067,0.008,3.97E-07,0.059,0.267534751,0.023493433,ENSG00000278238,13,-,lncRNA,no,novel transcript
CITED2,1.07E-11,-0.627920281,0.107,0.297,4.10E-07,-0.19,0.402564548,1.167433077,ENSG00000164442,6,-,protein_coding,no,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
HSPA4,1.08E-11,-0.579672545,0.101,0.291,4.13E-07,-0.19,0.380577788,1.063287303,ENSG00000170606,5,+,protein_coding,no,heat shock protein family A (Hsp70) member 4
LACTB2,1.09E-11,0.369270858,0.126,0.033,4.17E-07,0.093,0.406700913,0.089030805,ENSG00000147592,8,-,protein_coding,no,lactamase beta 2
NHLRC3,1.13E-11,0.481122994,0.129,0.035,4.30E-07,0.094,0.521458669,0.090003033,ENSG00000188811,13,+,protein_coding,no,NHL repeat containing 3
MRPL47,1.19E-11,-0.455170056,0.061,0.232,4.54E-07,-0.171,0.171891533,0.606598127,ENSG00000136522,3,-,protein_coding,no,mitochondrial ribosomal protein L47
MORF4L2,1.21E-11,-0.490217916,0.135,0.34,4.60E-07,-0.205,0.521869338,1.137704464,ENSG00000123562,X,-,protein_coding,yes,mortality factor 4 like 2
AC108010.1,1.23E-11,0.229315344,0.067,0.008,4.69E-07,0.059,0.202346627,0.025649311,ENSG00000242588,7,+,lncRNA,no,novel transcript
PCMTD2,1.27E-11,0.496162383,0.123,0.032,4.85E-07,0.091,0.530410201,0.085045854,ENSG00000203880,20,+,protein_coding,no,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
MORF4L1,1.30E-11,-0.548298001,0.405,0.613,4.95E-07,-0.208,1.660515149,2.89062955,ENSG00000185787,15,+,protein_coding,no,mortality factor 4 like 1
PSMC4,1.30E-11,-0.467434135,0.064,0.238,4.97E-07,-0.174,0.198527464,0.657141852,ENSG00000013275,19,+,protein_coding,no,"proteasome 26S subunit, ATPase 4"
TRIB2,1.41E-11,0.470418739,0.147,0.046,5.37E-07,0.101,0.540909738,0.11215943,ENSG00000071575,2,+,protein_coding,no,tribbles pseudokinase 2
SRSF6,1.43E-11,-0.524626192,0.083,0.261,5.47E-07,-0.178,0.269997746,0.826968966,ENSG00000124193,20,+,protein_coding,no,serine and arginine rich splicing factor 6
UQCR10,1.43E-11,-0.525828729,0.279,0.497,5.47E-07,-0.218,1.038495637,1.934945266,ENSG00000184076,22,+,protein_coding,no,"ubiquinol-cytochrome c reductase, complex III subunit X"
EIF5B,1.47E-11,-0.548764995,0.288,0.521,5.62E-07,-0.233,1.342364493,2.426487881,ENSG00000158417,2,+,protein_coding,no,eukaryotic translation initiation factor 5B
MMP25-AS1,1.52E-11,0.500593955,0.178,0.063,5.78E-07,0.115,0.668103574,0.179041839,ENSG00000261971,16,-,lncRNA,no,MMP25 antisense RNA 1
OTUD6B-AS1,1.59E-11,0.645593644,0.359,0.205,6.08E-07,0.154,1.660206782,0.700483196,ENSG00000253738,8,-,lncRNA,no,OTUD6B antisense RNA 1 (head to head)
SNHG12,1.71E-11,-0.585569031,0.113,0.302,6.51E-07,-0.189,0.390646459,1.086846845,ENSG00000197989,1,-,lncRNA,no,small nucleolar RNA host gene 12
SMAD5,1.77E-11,0.504917248,0.184,0.067,6.76E-07,0.117,0.702576419,0.19980696,ENSG00000113658,5,+,protein_coding,no,SMAD family member 5
PDCD4,1.90E-11,-0.624739805,0.399,0.591,7.24E-07,-0.192,1.729489977,3.208689872,ENSG00000150593,10,+,protein_coding,no,programmed cell death 4
SLC3A2,1.99E-11,-0.632864148,0.187,0.379,7.59E-07,-0.192,0.682711494,1.609280405,ENSG00000168003,11,+,protein_coding,yes,solute carrier family 3 member 2
NDUFB8,2.00E-11,-0.50141381,0.172,0.377,7.64E-07,-0.205,0.525443241,1.159417666,ENSG00000166136,10,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B8
TRGV5,2.01E-11,0.208467621,0.04,0.001,7.68E-07,0.039,0.156558793,9.51E-04,ENSG00000211697,7,-,TR_V_gene,no,T cell receptor gamma variable 5
SSR4,2.04E-11,-0.484699786,0.377,0.593,7.78E-07,-0.216,1.558164412,2.579625783,ENSG00000180879,X,+,protein_coding,no,signal sequence receptor subunit 4
UBE2S,2.12E-11,-0.771237905,0.199,0.403,8.09E-07,-0.204,0.772868782,2.025814752,ENSG00000108106,19,-,protein_coding,no,ubiquitin conjugating enzyme E2 S
SNHG14,2.17E-11,0.485677366,0.169,0.058,8.27E-07,0.111,0.624489214,0.16014795,ENSG00000224078,15,+,lncRNA,no,small nucleolar RNA host gene 14
PLCG1,2.44E-11,0.491776404,0.141,0.042,9.29E-07,0.099,0.572710315,0.118431233,ENSG00000124181,20,+,protein_coding,yes,phospholipase C gamma 1
AP002364.1,2.53E-11,0.223142307,0.058,0.006,9.64E-07,0.052,0.183239491,0.013678251,ENSG00000280367,11,+,TEC,no,novel transcript
ADRM1,2.54E-11,-0.416160635,0.052,0.216,9.68E-07,-0.164,0.169390758,0.560401975,ENSG00000130706,20,+,protein_coding,yes,adhesion regulating molecule 1
ADRB2,2.85E-11,0.552272545,0.279,0.133,1.09E-06,0.146,1.04973208,0.3978047,ENSG00000169252,5,+,protein_coding,yes,adrenoceptor beta 2
HNRNPM,2.87E-11,-0.568825165,0.35,0.566,1.09E-06,-0.216,1.327281608,2.452092103,ENSG00000099783,19,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein M
AC097534.2,2.87E-11,0.272084273,0.077,0.012,1.10E-06,0.065,0.241589152,0.028187647,ENSG00000272870,4,-,lncRNA,no,SAP30 divergent transcript
AC005837.1,3.13E-11,0.28883334,0.083,0.014,1.19E-06,0.069,0.274124391,0.042952023,ENSG00000261335,17,+,lncRNA,no,"novel transcript, antisense to MXRA7"
YBX3,3.19E-11,-0.763901814,0.086,0.255,1.22E-06,-0.169,0.46351659,1.485163748,ENSG00000060138,12,-,protein_coding,no,Y-box binding protein 3
ZSCAN30,3.22E-11,0.32288391,0.067,0.009,1.23E-06,0.058,0.27143031,0.016470592,ENSG00000186814,18,-,protein_coding,no,zinc finger and SCAN domain containing 30
COX6A1,3.26E-11,-0.468798599,0.328,0.552,1.24E-06,-0.224,1.316973381,2.206590375,ENSG00000111775,12,+,protein_coding,no,cytochrome c oxidase subunit 6A1
HEXIM1,3.36E-11,-0.629734786,0.181,0.382,1.28E-06,-0.201,0.754959581,1.715414786,ENSG00000186834,17,+,protein_coding,no,HEXIM P-TEFb complex subunit 1
CISD2,3.46E-11,-0.542036668,0.077,0.248,1.32E-06,-0.171,0.234033544,0.796785611,ENSG00000145354,4,+,protein_coding,no,CDGSH iron sulfur domain 2
ZNF91,3.50E-11,0.584366282,0.276,0.137,1.33E-06,0.139,1.071143907,0.381333347,ENSG00000167232,19,-,protein_coding,no,zinc finger protein 91
CISH,3.50E-11,0.370101572,0.11,0.026,1.33E-06,0.084,0.415106115,0.094907254,ENSG00000114737,3,-,protein_coding,yes,cytokine inducible SH2 containing protein
LUC7L3,3.53E-11,0.766331692,0.506,0.37,1.35E-06,0.136,3.090162403,1.404649187,ENSG00000108848,17,+,protein_coding,no,LUC7 like 3 pre-mRNA splicing factor
RPS15,3.56E-11,-0.314866606,0.681,0.976,1.36E-06,-0.295,17.66298032,22.21481842,ENSG00000115268,19,+,protein_coding,no,ribosomal protein S15
SRRM1,3.59E-11,-0.562870355,0.374,0.59,1.37E-06,-0.216,1.49095436,2.67965101,ENSG00000133226,1,+,protein_coding,no,serine and arginine repetitive matrix 1
RPL8,3.62E-11,-0.361643274,0.65,0.929,1.38E-06,-0.279,9.833589285,12.91995528,ENSG00000161016,8,-,protein_coding,no,ribosomal protein L8
PSMA2,3.67E-11,-0.494726085,0.077,0.247,1.40E-06,-0.17,0.205902337,0.699180549,ENSG00000106588,7,-,protein_coding,no,proteasome 20S subunit alpha 2
FAM208A,3.72E-11,0.586970336,0.199,0.08,1.42E-06,0.119,0.814549396,0.208017198,ENSG00000163946,3,-,protein_coding,no,transcription activation suppressor
TBC1D2B,3.84E-11,0.461959548,0.181,0.066,1.46E-06,0.115,0.643183219,0.192950189,ENSG00000167202,15,-,protein_coding,no,TBC1 domain family member 2B
GNG2,3.92E-11,-0.571416269,0.344,0.559,1.50E-06,-0.215,1.523879905,2.750439143,ENSG00000186469,14,+,protein_coding,yes,G protein subunit gamma 2
SH3BP2,3.95E-11,0.48684539,0.163,0.056,1.51E-06,0.107,0.611838509,0.150181722,ENSG00000087266,4,+,protein_coding,no,SH3 domain binding protein 2
PRH1,3.98E-11,0.41523425,0.132,0.038,1.52E-06,0.094,0.454395487,0.090647865,ENSG00000231887,12,-,protein_coding,no,proline rich protein HaeIII subfamily 1
NIFK-AS1,4.15E-11,0.352788638,0.095,0.02,1.58E-06,0.075,0.343040412,0.051693327,ENSG00000236859,2,+,lncRNA,no,NIFK antisense RNA 1
SNRPE,4.27E-11,-0.481403256,0.123,0.308,1.63E-06,-0.185,0.368082379,0.909981098,ENSG00000182004,1,+,protein_coding,no,small nuclear ribonucleoprotein polypeptide E
JAKMIP2,4.37E-11,0.418061324,0.166,0.057,1.67E-06,0.109,0.580001304,0.18251987,ENSG00000176049,5,-,protein_coding,no,janus kinase and microtubule interacting protein 2
BRD3,4.42E-11,0.515266285,0.163,0.057,1.69E-06,0.106,0.639825274,0.14732635,ENSG00000169925,9,-,protein_coding,no,bromodomain containing 3
COX5A,4.87E-11,-0.476301102,0.095,0.276,1.86E-06,-0.181,0.290993757,0.795994742,ENSG00000178741,15,-,protein_coding,no,cytochrome c oxidase subunit 5A
PSMC3,5.09E-11,-0.486689695,0.074,0.242,1.94E-06,-0.168,0.207898499,0.69253882,ENSG00000165916,11,-,protein_coding,no,"proteasome 26S subunit, ATPase 3"
GATAD1,5.25E-11,0.506836995,0.175,0.064,2.00E-06,0.111,0.670676143,0.175761222,ENSG00000157259,7,+,protein_coding,no,GATA zinc finger domain containing 1
KIAA1109,5.26E-11,0.689715017,0.316,0.169,2.01E-06,0.147,1.530007333,0.568544598,ENSG00000138688,4,+,protein_coding,no,KIAA1109
PSMA3,5.37E-11,-0.475575566,0.12,0.308,2.05E-06,-0.188,0.390188317,0.9330191,ENSG00000100567,14,+,protein_coding,no,proteasome 20S subunit alpha 3
TRIM28,5.47E-11,-0.406597667,0.08,0.257,2.08E-06,-0.177,0.328458581,0.7609463,ENSG00000130726,19,+,protein_coding,no,tripartite motif containing 28
RSBN1L,5.54E-11,0.598729518,0.353,0.204,2.11E-06,0.149,1.404593672,0.58783787,ENSG00000187257,7,+,protein_coding,no,round spermatid basic protein 1 like
HIST2H2BE,5.59E-11,0.478346343,0.135,0.041,2.13E-06,0.094,0.534490563,0.101457195,ENSG00000184678,1,-,protein_coding,no,H2B clustered histone 21
GSAP,5.85E-11,0.635366812,0.15,0.05,2.23E-06,0.1,0.766604071,0.137299264,ENSG00000186088,7,-,protein_coding,no,gamma-secretase activating protein
EBP,5.89E-11,-0.532264994,0.077,0.244,2.25E-06,-0.167,0.219796253,0.764066789,ENSG00000147155,X,+,protein_coding,no,EBP cholestenol delta-isomerase
ILF2,6.00E-11,-0.431023861,0.101,0.284,2.29E-06,-0.183,0.349218093,0.81900238,ENSG00000143621,1,-,protein_coding,no,interleukin enhancer binding factor 2
POLE3,6.04E-11,-0.535655356,0.113,0.295,2.30E-06,-0.182,0.378931112,0.998899227,ENSG00000148229,9,-,protein_coding,no,"DNA polymerase epsilon 3, accessory subunit"
MAPK1,6.04E-11,0.654860545,0.393,0.244,2.30E-06,0.149,1.820866871,0.79163659,ENSG00000100030,22,-,protein_coding,yes,mitogen-activated protein kinase 1
UBE2K,6.45E-11,-0.53801768,0.104,0.287,2.46E-06,-0.183,0.372645488,0.993048406,ENSG00000078140,4,+,protein_coding,no,ubiquitin conjugating enzyme E2 K
AC093010.2,6.66E-11,0.405383257,0.15,0.048,2.54E-06,0.102,0.525426449,0.151751408,ENSG00000241490,3,+,lncRNA,no,"novel transcript, antisense to ZNF80"
NLRC3,6.87E-11,0.538574435,0.166,0.06,2.62E-06,0.106,0.681280637,0.157479083,ENSG00000167984,16,-,protein_coding,no,NLR family CARD domain containing 3
INTS6-AS1,6.88E-11,0.282369259,0.071,0.01,2.62E-06,0.061,0.248330514,0.026426768,ENSG00000236778,13,+,lncRNA,no,INTS6 antisense RNA 1
MT-TN,6.92E-11,0.578704954,0.163,0.057,2.64E-06,0.106,0.771727991,0.18628625,NA,NA,NA,NA,NA,NA
SLU7,6.93E-11,-0.463672735,0.11,0.294,2.64E-06,-0.184,0.388930093,0.91540135,ENSG00000164609,5,-,protein_coding,no,"SLU7 homolog, splicing factor"
GOLGA1,7.11E-11,0.317253357,0.089,0.018,2.71E-06,0.071,0.311499838,0.052605087,ENSG00000136935,9,-,protein_coding,no,golgin A1
MPHOSPH9,7.29E-11,0.450115434,0.16,0.054,2.78E-06,0.106,0.590391582,0.164141633,ENSG00000051825,12,-,protein_coding,no,M-phase phosphoprotein 9
ZNF441,7.49E-11,0.293680428,0.071,0.01,2.86E-06,0.061,0.25801939,0.026315096,ENSG00000197044,19,+,protein_coding,no,zinc finger protein 441
THEM6,7.59E-11,0.215250471,0.071,0.01,2.90E-06,0.061,0.186011861,0.021626581,ENSG00000130193,8,+,protein_coding,no,thioesterase superfamily member 6
UBL7-AS1,7.87E-11,0.227392857,0.061,0.007,3.00E-06,0.054,0.191623637,0.017857635,ENSG00000247240,15,+,lncRNA,no,UBL7 antisense RNA 1 (head to head)
KDM6B,7.90E-11,-0.553656442,0.104,0.284,3.01E-06,-0.18,0.44563464,1.121904053,ENSG00000132510,17,+,protein_coding,no,lysine demethylase 6B
CNOT6L,8.03E-11,-0.571417292,0.448,0.618,3.06E-06,-0.17,2.111602023,3.623786686,ENSG00000138767,4,-,protein_coding,no,CCR4-NOT transcription complex subunit 6 like
HLA-DPB1,8.14E-11,-0.578006302,0.147,0.335,3.10E-06,-0.188,0.571369198,1.345716219,ENSG00000223865,6,+,protein_coding,yes,"major histocompatibility complex, class II, DP beta 1"
RANBP2,8.44E-11,-0.644403836,0.175,0.364,3.22E-06,-0.189,0.603533008,1.506471598,ENSG00000153201,2,+,protein_coding,no,RAN binding protein 2
RAB37,8.50E-11,0.457107693,0.129,0.038,3.24E-06,0.091,0.520353956,0.107494509,ENSG00000172794,17,+,protein_coding,yes,"RAB37, member RAS oncogene family"
PAWR,8.67E-11,0.25270657,0.077,0.013,3.31E-06,0.064,0.22464712,0.027871224,ENSG00000177425,12,-,protein_coding,yes,pro-apoptotic WT1 regulator
RNF139,8.84E-11,-0.470187534,0.046,0.199,3.37E-06,-0.153,0.138190123,0.576722859,ENSG00000170881,8,+,protein_coding,no,ring finger protein 139
RWDD1,9.25E-11,-0.509729255,0.175,0.374,3.53E-06,-0.199,0.596751047,1.273426955,ENSG00000111832,6,+,protein_coding,no,RWD domain containing 1
CD53,9.37E-11,-0.520711241,0.316,0.526,3.57E-06,-0.21,1.361742324,2.388302802,ENSG00000143119,1,+,protein_coding,yes,CD53 molecule
INSIG1,9.58E-11,-0.515479112,0.071,0.234,3.65E-06,-0.163,0.25829935,0.798699638,ENSG00000186480,7,+,protein_coding,no,insulin induced gene 1
NDUFA5,9.60E-11,-0.529938034,0.153,0.344,3.66E-06,-0.191,0.447592104,1.090130727,ENSG00000128609,7,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A5
AP2B1,9.87E-11,-0.619128127,0.258,0.455,3.77E-06,-0.197,0.884461825,1.89443287,ENSG00000006125,17,+,protein_coding,yes,adaptor related protein complex 2 subunit beta 1
S100A11,1.00E-10,-0.616118997,0.347,0.537,3.82E-06,-0.19,1.554562888,2.915497018,ENSG00000163191,1,-,protein_coding,no,S100 calcium binding protein A11
TRAC,1.02E-10,-0.586266855,0.264,0.47,3.91E-06,-0.206,1.309116266,2.466807355,ENSG00000277734,14,+,TR_C_gene,yes,T cell receptor alpha constant
