gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
RANBP3L,9.38E-14,0.058309359,0.062,0.014,3.58E-09,0.048,0.056977799,0.01510975,ENSG00000164188,5,-,protein_coding,no,RAN binding protein 3 like
SLC43A2,9.65E-14,-0.185269191,0.101,0.212,3.68E-09,-0.111,0.09764517,0.248054511,ENSG00000167703,17,-,protein_coding,yes,solute carrier family 43 member 2
ICAM5,9.66E-14,-0.126712239,0.004,0.068,3.69E-09,-0.064,0.002379411,0.0944006,ENSG00000105376,19,+,protein_coding,yes,intercellular adhesion molecule 5
NTAN1,9.72E-14,0.114467858,0.258,0.143,3.71E-09,0.115,0.230595178,0.136729027,ENSG00000157045,16,-,protein_coding,no,N-terminal asparagine amidase
FAN1,1.01E-13,0.128220905,0.208,0.107,3.87E-09,0.101,0.215670903,0.112289106,ENSG00000198690,15,+,protein_coding,no,FANCD2 and FANCI associated nuclease 1
PRRT2,1.02E-13,0.119983116,0.278,0.159,3.88E-09,0.119,0.286115696,0.183481631,ENSG00000167371,16,+,protein_coding,yes,proline rich transmembrane protein 2
AASDH,1.03E-13,0.099722376,0.258,0.144,3.92E-09,0.114,0.235002823,0.152520142,ENSG00000157426,4,-,protein_coding,no,aminoadipate-semialdehyde dehydrogenase
LGALS3,1.03E-13,0.292864825,0.856,0.815,3.92E-09,0.041,5.804736153,4.554566794,ENSG00000131981,14,+,protein_coding,yes,galectin 3
PHC3,1.05E-13,0.201865599,0.481,0.329,3.99E-09,0.152,0.693958016,0.472770382,ENSG00000173889,3,-,protein_coding,no,polyhomeotic homolog 3
PRICKLE1,1.06E-13,0.235395309,0.305,0.185,4.03E-09,0.12,0.446818146,0.229002873,ENSG00000139174,12,-,protein_coding,no,prickle planar cell polarity protein 1
SLC7A11,1.10E-13,-0.458793402,0.084,0.182,4.20E-09,-0.098,0.088712179,0.496317162,ENSG00000151012,4,-,protein_coding,yes,solute carrier family 7 member 11
HNRNPL,1.10E-13,-0.202202737,0.38,0.492,4.20E-09,-0.112,0.425013204,0.639411502,ENSG00000104824,19,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein L
ZMAT5,1.11E-13,0.095775719,0.209,0.109,4.22E-09,0.1,0.159323397,0.084858851,ENSG00000100319,22,-,protein_coding,no,zinc finger matrin-type 5
ATP10D,1.12E-13,0.116463705,0.275,0.157,4.25E-09,0.118,0.261191543,0.163381039,ENSG00000145246,4,+,protein_coding,yes,ATPase phospholipid transporting 10D (putative)
SGF29,1.14E-13,0.112936136,0.206,0.106,4.33E-09,0.1,0.174623763,0.08617954,ENSG00000176476,16,+,protein_coding,no,SAGA complex associated factor 29
SNX6,1.15E-13,0.207602497,0.553,0.416,4.39E-09,0.137,0.76978057,0.532585965,ENSG00000129515,14,-,protein_coding,no,sorting nexin 6
TRIB3,1.15E-13,0.096431098,0.148,0.064,4.40E-09,0.084,0.151561919,0.077106487,ENSG00000101255,20,+,protein_coding,yes,tribbles pseudokinase 3
DPY19L4,1.16E-13,0.146329783,0.359,0.225,4.43E-09,0.134,0.429344409,0.291478657,ENSG00000156162,8,+,protein_coding,no,dpy-19 like 4
HIVEP2,1.18E-13,-0.289009563,0.41,0.521,4.48E-09,-0.111,0.533974072,0.874211363,ENSG00000010818,6,-,protein_coding,no,HIVEP zinc finger 2
ZNF428,1.19E-13,0.249768624,0.536,0.417,4.52E-09,0.119,0.751225661,0.472835571,ENSG00000131116,19,-,protein_coding,no,zinc finger protein 428
AC093525.9,1.19E-13,-0.078463525,0.006,0.07,4.54E-09,-0.064,0.003638751,0.059735044,ENSG00000279568,16,-,TEC,no,tec
MEF2D,1.19E-13,-0.202914652,0.247,0.365,4.54E-09,-0.118,0.237748731,0.424675273,ENSG00000116604,1,-,protein_coding,no,myocyte enhancer factor 2D
TRMT112,1.22E-13,0.321368234,0.732,0.679,4.64E-09,0.053,2.039350603,1.432424241,ENSG00000173113,11,-,protein_coding,no,tRNA methyltransferase subunit 11-2
MTMR4,1.22E-13,0.13753857,0.234,0.128,4.64E-09,0.106,0.241631132,0.128728155,ENSG00000108389,17,-,protein_coding,no,myotubularin related protein 4
PLPPR3,1.22E-13,0.079856006,0.05,0.009,4.66E-09,0.041,0.062927529,0.005691089,ENSG00000129951,19,-,protein_coding,no,phospholipid phosphatase related 3
ECI2,1.24E-13,0.211270497,0.454,0.323,4.71E-09,0.131,0.551931161,0.340521231,ENSG00000198721,6,-,protein_coding,no,enoyl-CoA delta isomerase 2
APPL2,1.24E-13,0.145780057,0.26,0.148,4.72E-09,0.112,0.252775419,0.132371821,ENSG00000136044,12,-,protein_coding,yes,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
1-Mar,1.25E-13,0.090482275,0.127,0.051,4.78E-09,0.076,0.109383458,0.04194263,ENSG00000186205,1,+,protein_coding,no,mitochondrial amidoxime reducing component 1
SLC2A4RG,1.27E-13,0.168394815,0.291,0.172,4.85E-09,0.119,0.293462862,0.150964884,ENSG00000125520,20,+,protein_coding,no,SLC2A4 regulator
AP000892.3,1.27E-13,-0.300113725,0.136,0.246,4.86E-09,-0.11,0.153959576,0.420802879,ENSG00000280143,11,+,TEC,no,novel transcript
NPFFR1,1.28E-13,0.058189157,0.042,0.006,4.88E-09,0.036,0.043769351,0.002508027,ENSG00000148734,10,-,protein_coding,yes,neuropeptide FF receptor 1
EMX2OS,1.29E-13,0.120678943,0.294,0.175,4.91E-09,0.119,0.277862321,0.175319882,ENSG00000229847,10,-,lncRNA,no,EMX2 opposite strand/antisense RNA
AC015813.6,1.30E-13,-0.137452745,0.069,0.17,4.98E-09,-0.101,0.067285437,0.173972659,ENSG00000279207,17,+,TEC,no,novel transcript
SUCLA2,1.31E-13,0.155187016,0.422,0.282,4.99E-09,0.14,0.414621558,0.270352731,ENSG00000136143,13,-,protein_coding,no,succinate-CoA ligase ADP-forming subunit beta
KLF3,1.34E-13,0.215617201,0.437,0.301,5.10E-09,0.136,0.621973452,0.396807302,ENSG00000109787,4,+,protein_coding,no,Kruppel like factor 3
CBY1,1.35E-13,0.202528701,0.383,0.25,5.16E-09,0.133,0.400081955,0.216707666,ENSG00000100211,22,+,protein_coding,no,"chibby family member 1, beta catenin antagonist"
AGAP9,1.36E-13,0.074639285,0.096,0.032,5.18E-09,0.064,0.093215901,0.038095423,ENSG00000204172,10,-,protein_coding,no,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"
ALKAL2,1.37E-13,0.829722366,0.766,0.731,5.23E-09,0.035,10.93323787,5.714087204,ENSG00000189292,2,-,protein_coding,no,ALK and LTK ligand 2
BEX3,1.38E-13,0.311185053,0.76,0.706,5.28E-09,0.054,2.518324842,1.835697496,ENSG00000166681,X,+,protein_coding,no,brain expressed X-linked 3
LIFR-AS1,1.39E-13,0.060911516,0.107,0.039,5.32E-09,0.068,0.083046525,0.038271468,ENSG00000244968,5,+,lncRNA,no,LIFR antisense RNA 1
AC048341.1,1.40E-13,-0.113090254,0.033,0.118,5.34E-09,-0.085,0.031764756,0.115897353,ENSG00000257354,12,+,lncRNA,no,novel transcript
MT-TQ,1.40E-13,0.092046514,0.194,0.095,5.34E-09,0.099,0.193876458,0.120084086,NA,NA,NA,NA,NA,NA
ZNF510,1.40E-13,0.081033188,0.109,0.04,5.35E-09,0.069,0.097246833,0.037315616,ENSG00000081386,9,-,protein_coding,no,zinc finger protein 510
SMIM19,1.43E-13,0.211118698,0.443,0.323,5.47E-09,0.12,0.532065079,0.323500632,ENSG00000176209,8,+,protein_coding,no,small integral membrane protein 19
ME1,1.44E-13,0.216738947,0.475,0.335,5.49E-09,0.14,0.637025666,0.408674212,ENSG00000065833,6,-,protein_coding,no,malic enzyme 1
LHFPL2,1.45E-13,-0.207928991,0.373,0.506,5.54E-09,-0.133,0.576782675,0.82122961,ENSG00000145685,5,-,protein_coding,yes,LHFPL tetraspan subfamily member 2
LURAP1L,1.48E-13,0.081959679,0.176,0.084,5.64E-09,0.092,0.140982102,0.077969592,ENSG00000153714,9,+,protein_coding,no,leucine rich adaptor protein 1 like
FAM160B1,1.48E-13,0.195567458,0.38,0.246,5.66E-09,0.134,0.487379227,0.298823209,ENSG00000151553,10,+,protein_coding,no,family with sequence similarity 160 member B1
ZNF652,1.49E-13,0.165093639,0.406,0.267,5.69E-09,0.139,0.47623168,0.316607679,ENSG00000198740,17,-,protein_coding,no,zinc finger protein 652
PTPN18,1.50E-13,0.083678347,0.183,0.089,5.71E-09,0.094,0.143143546,0.078725826,ENSG00000072135,2,+,protein_coding,no,protein tyrosine phosphatase non-receptor type 18
PYCARD,1.52E-13,0.127044988,0.249,0.139,5.79E-09,0.11,0.213119127,0.110859409,ENSG00000103490,16,-,protein_coding,no,PYD and CARD domain containing
CADM2,1.53E-13,0.31672697,0.294,0.185,5.84E-09,0.109,0.567434613,0.258476512,ENSG00000175161,3,+,protein_coding,yes,cell adhesion molecule 2
PIEZO2,1.55E-13,0.434497875,0.498,0.375,5.89E-09,0.123,1.236753564,0.655088589,ENSG00000154864,18,-,protein_coding,yes,piezo type mechanosensitive ion channel component 2
TLK1,1.55E-13,0.149199973,0.395,0.256,5.90E-09,0.139,0.437366439,0.296145728,ENSG00000198586,2,-,protein_coding,no,tousled like kinase 1
N4BP1,1.55E-13,0.12621892,0.319,0.19,5.92E-09,0.129,0.33297015,0.22130671,ENSG00000102921,16,-,protein_coding,no,NEDD4 binding protein 1
LINC01597,1.58E-13,0.047741482,0.057,0.012,6.04E-09,0.045,0.042926001,0.008978418,ENSG00000205611,20,-,lncRNA,no,long intergenic non-protein coding RNA 1597
ZNF70,1.60E-13,0.126289986,0.106,0.039,6.08E-09,0.067,0.131179437,0.036369033,ENSG00000187792,22,-,protein_coding,no,zinc finger protein 70
TRIO,1.65E-13,0.283864661,0.448,0.313,6.30E-09,0.135,0.752503688,0.439485063,ENSG00000038382,5,+,protein_coding,no,trio Rho guanine nucleotide exchange factor
TLR5,1.65E-13,0.099981185,0.13,0.053,6.30E-09,0.077,0.133781609,0.057869443,ENSG00000187554,1,-,protein_coding,yes,toll like receptor 5
GOLGA8Q,1.66E-13,0.035542933,0.033,0.003,6.34E-09,0.03,0.026125607,0.001154345,ENSG00000178115,15,+,protein_coding,no,golgin A8 family member Q
RPE,1.67E-13,0.138971581,0.265,0.15,6.38E-09,0.115,0.264782312,0.148632682,ENSG00000197713,2,+,protein_coding,no,ribulose-5-phosphate-3-epimerase
KLHDC7B,1.70E-13,0.021351256,0.025,0,6.48E-09,0.025,0.01515142,2.38E-04,ENSG00000130487,22,+,protein_coding,no,kelch domain containing 7B
SSBP4,1.72E-13,0.243908681,0.49,0.355,6.55E-09,0.135,0.636049799,0.38156935,ENSG00000130511,19,+,protein_coding,no,single stranded DNA binding protein 4
TMEM245,1.73E-13,0.19690164,0.534,0.387,6.59E-09,0.147,0.869303496,0.630821838,ENSG00000106771,9,-,protein_coding,no,transmembrane protein 245
PUS7L,1.74E-13,0.113033397,0.33,0.198,6.64E-09,0.132,0.336751859,0.236016743,ENSG00000129317,12,-,protein_coding,no,pseudouridine synthase 7 like
C1orf216,1.82E-13,0.112516661,0.174,0.085,6.93E-09,0.089,0.162219786,0.075022056,ENSG00000142686,1,-,protein_coding,no,chromosome 1 open reading frame 216
USP48,1.85E-13,0.206016818,0.45,0.307,7.07E-09,0.143,0.580424252,0.370113178,ENSG00000090686,1,-,protein_coding,no,ubiquitin specific peptidase 48
GID4,1.86E-13,0.060220766,0.139,0.058,7.10E-09,0.081,0.100255626,0.05527425,ENSG00000141034,17,+,protein_coding,no,GID complex subunit 4 homolog
TMED9,1.86E-13,0.25412757,0.578,0.437,7.11E-09,0.141,0.872713666,0.570259243,ENSG00000184840,5,+,protein_coding,no,transmembrane p24 trafficking protein 9
MIF,1.87E-13,-0.216518192,0.595,0.677,7.12E-09,-0.082,1.230092681,1.591202673,ENSG00000240972,22,+,protein_coding,yes,macrophage migration inhibitory factor
SPOPL,1.89E-13,0.138686094,0.279,0.161,7.22E-09,0.118,0.318823827,0.197948396,ENSG00000144228,2,+,protein_coding,no,speckle type BTB/POZ protein like
STK39,1.90E-13,0.381289114,0.647,0.534,7.24E-09,0.113,1.620341831,1.011770751,ENSG00000198648,2,-,protein_coding,no,serine/threonine kinase 39
RPS7,1.90E-13,0.357169076,0.825,0.857,7.24E-09,-0.032,6.485026518,4.843522734,ENSG00000171863,2,+,protein_coding,no,ribosomal protein S7
PKN2,1.91E-13,0.18382335,0.484,0.337,7.29E-09,0.147,0.630994088,0.435873051,ENSG00000065243,1,+,protein_coding,yes,protein kinase N2
ACADS,1.93E-13,0.108650049,0.207,0.108,7.35E-09,0.099,0.17705303,0.091664294,ENSG00000122971,12,+,protein_coding,no,acyl-CoA dehydrogenase short chain
C12orf76,1.95E-13,0.138852185,0.259,0.147,7.43E-09,0.112,0.244510185,0.130315759,ENSG00000174456,12,-,protein_coding,no,chromosome 12 open reading frame 76
ARMCX4,1.95E-13,0.13870152,0.204,0.106,7.45E-09,0.098,0.215768927,0.104327079,ENSG00000196440,X,+,protein_coding,no,armadillo repeat containing X-linked 4
CXCL1,1.96E-13,-0.334274527,0.009,0.075,7.46E-09,-0.066,0.007277584,0.269918438,ENSG00000163739,4,+,protein_coding,no,C-X-C motif chemokine ligand 1
PIP4K2B,1.97E-13,0.126517426,0.265,0.15,7.51E-09,0.115,0.267688289,0.161253238,ENSG00000276293,17,-,protein_coding,yes,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
SAP30L,2.01E-13,0.169547033,0.294,0.176,7.66E-09,0.118,0.30989821,0.164659051,ENSG00000164576,5,+,protein_coding,no,SAP30 like
SLC29A1,2.04E-13,0.184894185,0.266,0.157,7.78E-09,0.109,0.301030641,0.144534345,ENSG00000112759,6,+,protein_coding,yes,solute carrier family 29 member 1 (Augustine blood group)
SLC25A11,2.05E-13,0.100779491,0.378,0.244,7.83E-09,0.134,0.311752771,0.22324751,ENSG00000108528,17,-,protein_coding,no,solute carrier family 25 member 11
NCKAP1,2.05E-13,0.296312026,0.653,0.536,7.84E-09,0.117,1.302122433,0.874690632,ENSG00000061676,2,-,protein_coding,no,NCK associated protein 1
LEPROTL1,2.06E-13,0.14121032,0.357,0.225,7.87E-09,0.132,0.342721069,0.217523245,ENSG00000104660,8,+,protein_coding,no,leptin receptor overlapping transcript like 1
AC139530.1,2.07E-13,0.062048249,0.095,0.032,7.90E-09,0.063,0.06716883,0.022244418,ENSG00000262049,17,-,lncRNA,no,"novel transcript, antisense to HGS"
ZC3HAV1,2.08E-13,-0.282752143,0.362,0.476,7.92E-09,-0.114,0.528511075,0.859454116,ENSG00000105939,7,-,protein_coding,no,"zinc finger CCCH-type containing, antiviral 1"
CDS2,2.12E-13,0.152433527,0.302,0.181,8.08E-09,0.121,0.320596432,0.188182237,ENSG00000101290,20,+,protein_coding,no,CDP-diacylglycerol synthase 2
U2AF1L5,2.15E-13,-0.062158816,0,0.057,8.22E-09,-0.057,0,0.044026851,ENSG00000275895,21,-,protein_coding,no,U2 small nuclear RNA auxiliary factor 1 like 5
WEE1,2.18E-13,-0.256584298,0.314,0.422,8.33E-09,-0.108,0.321866137,0.579163318,ENSG00000166483,11,+,protein_coding,no,WEE1 G2 checkpoint kinase
AC233280.1,2.24E-13,0.028019732,0.034,0.003,8.55E-09,0.031,0.021671249,0.002020005,ENSG00000229178,3,-,lncRNA,no,novel transcript
FOXJ1,2.25E-13,-0.087478489,0.007,0.07,8.57E-09,-0.063,0.003846735,0.066598725,ENSG00000129654,17,-,protein_coding,no,forkhead box J1
RFC1,2.25E-13,0.233077315,0.556,0.406,8.58E-09,0.15,0.896607923,0.613668411,ENSG00000035928,4,-,protein_coding,no,replication factor C subunit 1
RWDD4,2.27E-13,0.24786512,0.47,0.333,8.64E-09,0.137,0.613920488,0.359149716,ENSG00000182552,4,-,protein_coding,no,RWD domain containing 4
LRP11,2.33E-13,0.149521946,0.301,0.18,8.88E-09,0.121,0.298804992,0.170936539,ENSG00000120256,6,-,protein_coding,yes,LDL receptor related protein 11
RASGRF2,2.37E-13,0.135395222,0.279,0.161,9.06E-09,0.118,0.299223892,0.182839926,ENSG00000113319,5,+,protein_coding,yes,Ras protein specific guanine nucleotide releasing factor 2
PJA2,2.38E-13,0.26096556,0.689,0.579,9.09E-09,0.11,1.354716184,0.96507942,ENSG00000198961,5,-,protein_coding,yes,praja ring finger ubiquitin ligase 2
SUPT20H,2.40E-13,0.127059145,0.298,0.177,9.14E-09,0.121,0.308183841,0.197898901,ENSG00000102710,13,-,protein_coding,no,"SPT20 homolog, SAGA complex component"
RPL17,2.44E-13,-1.05603463,0.587,0.575,9.30E-09,0.012,1.119417142,3.406710728,ENSG00000265681,18,-,protein_coding,no,ribosomal protein L17
KIAA1109,2.44E-13,0.194270989,0.628,0.484,9.31E-09,0.144,1.386017153,1.085413432,ENSG00000138688,4,+,protein_coding,no,KIAA1109
AP003119.2,2.47E-13,0.055893245,0.094,0.031,9.43E-09,0.063,0.070123499,0.029457348,ENSG00000255100,11,-,lncRNA,no,novel transcript
WASF2,2.49E-13,0.296351066,0.66,0.547,9.50E-09,0.113,1.30441656,0.876508031,ENSG00000158195,1,-,protein_coding,no,WASP family member 2
DKK3,2.52E-13,0.343994167,0.577,0.435,9.61E-09,0.142,1.121148832,0.671162106,ENSG00000050165,11,-,protein_coding,no,dickkopf WNT signaling pathway inhibitor 3
SESTD1,2.53E-13,0.295946292,0.617,0.51,9.66E-09,0.107,1.183678687,0.778689022,ENSG00000187231,2,-,protein_coding,no,SEC14 and spectrin domain containing 1
RPS28,2.56E-13,-0.193019539,0.918,0.947,9.78E-09,-0.029,16.71016769,19.24544581,ENSG00000233927,19,+,protein_coding,no,ribosomal protein S28
CASP8AP2,2.57E-13,0.117121208,0.256,0.144,9.82E-09,0.112,0.263332243,0.164824734,ENSG00000118412,6,+,protein_coding,no,caspase 8 associated protein 2
HNRNPA1,2.60E-13,-0.453261783,0.753,0.832,9.93E-09,-0.079,3.219304386,4.776785604,ENSG00000135486,12,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein A1
AC093525.4,2.62E-13,-0.07620731,0.017,0.089,9.98E-09,-0.072,0.00855753,0.063264619,ENSG00000261140,16,-,lncRNA,no,"novel transcript, antisense to PDPK1"
TSC22D3,2.63E-13,0.49884823,0.713,0.627,1.00E-08,0.086,3.255463372,2.011470244,ENSG00000157514,X,-,protein_coding,no,TSC22 domain family member 3
PABPC5,2.67E-13,0.080731678,0.141,0.06,1.02E-08,0.081,0.127459074,0.066100456,ENSG00000174740,X,+,protein_coding,no,poly(A) binding protein cytoplasmic 5
FAM200B,2.67E-13,0.307915203,0.557,0.449,1.02E-08,0.108,0.959841236,0.583175932,ENSG00000237765,4,+,protein_coding,no,family with sequence similarity 200 member B
ZNF616,2.67E-13,0.067382124,0.085,0.026,1.02E-08,0.059,0.072948843,0.023988255,ENSG00000204611,19,-,protein_coding,no,zinc finger protein 616
CCDC8,2.69E-13,0.151225939,0.254,0.144,1.02E-08,0.11,0.281289064,0.153781512,ENSG00000169515,19,-,protein_coding,yes,coiled-coil domain containing 8
C5orf38,2.70E-13,0.210513336,0.331,0.208,1.03E-08,0.123,0.364552962,0.179287155,ENSG00000186493,5,+,protein_coding,no,chromosome 5 open reading frame 38
GPNMB,2.72E-13,0.396748796,0.692,0.577,1.04E-08,0.115,1.898172135,1.201359074,ENSG00000136235,7,+,protein_coding,yes,glycoprotein nmb
SLC22A17,2.74E-13,0.233745172,0.41,0.279,1.05E-08,0.131,0.521544133,0.293958196,ENSG00000092096,14,-,protein_coding,yes,solute carrier family 22 member 17
GABPA,2.78E-13,0.152672097,0.375,0.238,1.06E-08,0.137,0.406987274,0.265701482,ENSG00000154727,21,+,protein_coding,no,GA binding protein transcription factor subunit alpha
AL360012.1,2.81E-13,-0.12786186,0.014,0.084,1.07E-08,-0.07,0.010967994,0.104657541,ENSG00000270103,1,+,lncRNA,no,"RNA, U11 small nuclear"
SNAI1,2.82E-13,-0.279930502,0.226,0.344,1.07E-08,-0.118,0.250759983,0.518593217,ENSG00000124216,20,+,protein_coding,no,snail family transcriptional repressor 1
CHMP4A,2.84E-13,-0.107154967,0.069,0.168,1.08E-08,-0.099,0.05089627,0.131922545,ENSG00000254505,14,-,protein_coding,yes,charged multivesicular body protein 4A
AC021766.1,2.87E-13,0.113292045,0.086,0.027,1.09E-08,0.059,0.121622486,0.036913201,ENSG00000280365,18,+,TEC,no,TEC
CD81,2.92E-13,0.334087147,0.85,0.815,1.11E-08,0.035,4.848336581,3.63940308,ENSG00000110651,11,+,protein_coding,yes,CD81 molecule
LAMC2,2.94E-13,-0.073388125,0.011,0.079,1.12E-08,-0.068,0.006219128,0.05872848,ENSG00000058085,1,+,protein_coding,no,laminin subunit gamma 2
HIBCH,3.00E-13,0.149643563,0.275,0.162,1.14E-08,0.113,0.283988498,0.157481163,ENSG00000198130,2,-,protein_coding,no,3-hydroxyisobutyryl-CoA hydrolase
MGARP,3.07E-13,0.093212079,0.099,0.035,1.17E-08,0.064,0.101495053,0.032578123,ENSG00000137463,4,-,protein_coding,no,mitochondria localized glutamic acid rich protein
MSC-AS1,3.22E-13,0.15317751,0.362,0.23,1.23E-08,0.132,0.399762959,0.258761559,ENSG00000235531,8,+,lncRNA,no,MSC antisense RNA 1
KLF15,3.28E-13,0.124910174,0.247,0.137,1.25E-08,0.11,0.237769787,0.135110572,ENSG00000163884,3,-,protein_coding,no,Kruppel like factor 15
MPG,3.31E-13,0.208627638,0.455,0.324,1.26E-08,0.131,0.533032329,0.326624876,ENSG00000103152,16,+,protein_coding,no,N-methylpurine DNA glycosylase
GSTO2,3.33E-13,-0.097225243,0.053,0.145,1.27E-08,-0.092,0.049155961,0.122296909,ENSG00000065621,10,+,protein_coding,no,glutathione S-transferase omega 2
PLEKHA8,3.46E-13,0.19852816,0.276,0.161,1.32E-08,0.115,0.376544225,0.199574534,ENSG00000106086,7,+,protein_coding,no,pleckstrin homology domain containing A8
ARFRP1,3.52E-13,0.237710889,0.353,0.229,1.34E-08,0.124,0.450204175,0.229903517,ENSG00000101246,20,-,protein_coding,no,ADP ribosylation factor related protein 1
ANGPT2,3.54E-13,0.17746053,0.141,0.063,1.35E-08,0.078,0.203942338,0.064595791,ENSG00000091879,8,-,protein_coding,yes,angiopoietin 2
MTERF4,3.56E-13,0.111369713,0.235,0.129,1.36E-08,0.106,0.214650216,0.12441235,ENSG00000122085,2,-,protein_coding,no,mitochondrial transcription termination factor 4
SCIN,3.72E-13,0.088512821,0.067,0.017,1.42E-08,0.05,0.080571426,0.016268501,ENSG00000006747,7,+,protein_coding,yes,scinderin
ZNF429,3.75E-13,0.133324491,0.19,0.094,1.43E-08,0.096,0.21880754,0.111221054,ENSG00000197013,19,+,protein_coding,no,zinc finger protein 429
ZBTB33,3.77E-13,0.111466628,0.166,0.078,1.44E-08,0.088,0.17142212,0.08432288,ENSG00000177485,X,+,protein_coding,yes,zinc finger and BTB domain containing 33
CTDSPL,3.80E-13,0.130155946,0.25,0.143,1.45E-08,0.107,0.257309811,0.148845058,ENSG00000144677,3,+,protein_coding,no,CTD small phosphatase like
S100A16,3.83E-13,0.218286449,0.348,0.224,1.46E-08,0.124,0.403485278,0.206416012,ENSG00000188643,1,-,protein_coding,yes,S100 calcium binding protein A16
STAT3,3.85E-13,-0.229016374,0.766,0.811,1.47E-08,-0.045,2.064466332,2.591663592,ENSG00000168610,17,-,protein_coding,yes,signal transducer and activator of transcription 3
PARG,4.16E-13,0.09434714,0.163,0.076,1.59E-08,0.087,0.176655848,0.102168864,ENSG00000227345,10,-,protein_coding,no,poly(ADP-ribose) glycohydrolase
ST6GALNAC4,4.17E-13,0.084646207,0.123,0.05,1.59E-08,0.073,0.099725766,0.037058733,ENSG00000136840,9,-,protein_coding,no,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
DMXL1,4.21E-13,0.18754344,0.319,0.198,1.60E-08,0.121,0.388124275,0.218911426,ENSG00000172869,5,+,protein_coding,no,Dmx like 1
AC015813.1,4.39E-13,-0.116767061,0.035,0.119,1.67E-08,-0.084,0.045929309,0.134103578,ENSG00000264112,17,-,lncRNA,no,novel transcript
RIPK4,4.40E-13,-0.095527089,0.031,0.111,1.68E-08,-0.08,0.019255996,0.089029876,ENSG00000183421,21,-,protein_coding,no,receptor interacting serine/threonine kinase 4
MALL,4.49E-13,0.089017158,0.164,0.077,1.71E-08,0.087,0.143063602,0.07466613,ENSG00000144063,2,-,protein_coding,yes,"mal, T cell differentiation protein like"
PLD3,4.50E-13,0.477233508,0.698,0.603,1.72E-08,0.095,1.897144281,1.08117463,ENSG00000105223,19,+,protein_coding,no,phospholipase D family member 3
MICAL2,4.55E-13,0.218499932,0.197,0.104,1.73E-08,0.093,0.286128783,0.105374455,ENSG00000133816,11,+,protein_coding,no,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
AL035071.1,4.56E-13,-0.118938658,0.076,0.176,1.74E-08,-0.1,0.059574684,0.150629958,ENSG00000260257,20,+,lncRNA,no,novel transcript
PAXIP1-AS2,4.56E-13,0.075449914,0.219,0.114,1.74E-08,0.105,0.191876142,0.131145415,ENSG00000214106,7,+,lncRNA,no,PAXIP1 antisense RNA 2
LBR,4.57E-13,0.152454996,0.309,0.187,1.74E-08,0.122,0.32488204,0.192020395,ENSG00000143815,1,-,protein_coding,no,lamin B receptor
CPTP,4.58E-13,0.049027868,0.086,0.027,1.75E-08,0.059,0.058606223,0.023235464,ENSG00000224051,1,+,protein_coding,yes,ceramide-1-phosphate transfer protein
ZBTB25,4.67E-13,0.146199009,0.247,0.137,1.78E-08,0.11,0.285588188,0.161693572,ENSG00000089775,14,-,protein_coding,no,zinc finger and BTB domain containing 25
UBE2H,4.69E-13,0.292364832,0.701,0.629,1.79E-08,0.072,1.642985506,1.158162776,ENSG00000186591,7,-,protein_coding,no,ubiquitin conjugating enzyme E2 H
LUC7L3,4.73E-13,0.470963213,0.771,0.713,1.81E-08,0.058,2.811090595,1.749636086,ENSG00000108848,17,+,protein_coding,no,LUC7 like 3 pre-mRNA splicing factor
CMYA5,4.94E-13,0.185279226,0.191,0.098,1.88E-08,0.093,0.273585862,0.120091817,ENSG00000164309,5,+,protein_coding,no,cardiomyopathy associated 5
FMO1,4.95E-13,0.111988717,0.127,0.052,1.89E-08,0.075,0.168367665,0.081104229,ENSG00000010932,1,+,protein_coding,no,flavin containing dimethylaniline monoxygenase 1
AC135050.1,5.04E-13,-0.067797731,0.008,0.071,1.92E-08,-0.063,0.004780413,0.053125942,ENSG00000232748,16,+,lncRNA,no,"novel transcript, antisense to ZNF668"
SMIM37,5.31E-13,0.222457495,0.492,0.358,2.03E-08,0.134,0.632973015,0.399628023,ENSG00000175701,2,-,protein_coding,no,mitoregulin
SPIN3,5.37E-13,0.099274407,0.125,0.051,2.05E-08,0.074,0.127418752,0.05244808,ENSG00000204271,X,-,protein_coding,no,spindlin family member 3
SHF,5.39E-13,0.122702613,0.184,0.093,2.06E-08,0.091,0.178443379,0.08235955,ENSG00000138606,15,-,protein_coding,no,Src homology 2 domain containing F
ACBD6,5.60E-13,0.17039925,0.374,0.25,2.14E-08,0.124,0.386206016,0.231778144,ENSG00000230124,1,-,protein_coding,no,acyl-CoA binding domain containing 6
DNAJB2,5.62E-13,0.209859762,0.439,0.315,2.14E-08,0.124,0.52497276,0.31852389,ENSG00000135924,2,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member B2
